ID;Active (0/1);Name *[fr-FR];Categories (x,y,z,...);Price tax excl.;Tax rules ID;Wholesale price;Reference #;EAN13;Brand;Short description[fr-FR];Description[fr-FR];URL rewritten[fr-FR];Image URLs (x,y,z,...);Attribute (Name:Type:Position)*;Value (Value:Position)*;Combination Reference;Quantity;Supplier reference
;;Sandales model 225116 Step in style;;;;;PDF-225116;5905677800852;;;;;;Taille;EU 37 | FR 37,5:1;M1267664;5;M1267664
;;Sandales model 225116 Step in style;;;;;PDF-225116;5905677800869;;;;;;Taille;EU 38 | FR 38,5:2;M1267665;10;M1267665
;;Sandales model 225116 Step in style;;;;;PDF-225116;5905677800876;;;;;;Taille;EU 39 | FR 39,5:3;M1267666;11;M1267666
;;Sandales model 225116 Step in style;;;;;PDF-225116;5905677800883;;;;;;Taille;EU 40 | FR 40,5:4;M1267667;5;M1267667
;;Sandales model 225116 Step in style;;;;;PDF-225116;5905677800890;;;;;;Taille;EU 41 | FR 41,5:5;M1267668;1;M1267668
;1;Sandales model 225144 Step in style;Accueil->Chaussures->Sandales et mules;76.78;1;34.9;PDF-225144;5905677771923;Step in style;Les sandales transparentes pour femmes sont un excellent choix pour des occasions spéciales. Le talon bas orné de cristaux brille subtilement, ajoutant un caractère bijoux et élégance à l'ensemble. L'avant est décoré d'une fleur spectaculaire en tissu mesh. Le modèle fermé par une boucle avec une sangle réglable permet un ajustement parfait au pied, assurant confort et stabilité lors de la marche. Les sandales sont parfaites pour compléter des tenues de soirée, des robes élégantes et des tenues…;Les sandales transparentes pour femmes sont un excellent choix pour des occasions spéciales. Le talon bas orné de cristaux brille subtilement, ajoutant un caractère bijoux et élégance à l'ensemble. L'avant est décoré d'une fleur spectaculaire en tissu mesh. Le modèle fermé par une boucle avec une sangle réglable permet un ajustement parfait au pied, assurant confort et stabilité lors de la marche. Les sandales sont parfaites pour compléter des tenues de soirée, des robes élégantes et des tenues festives où la subtilité et le détail soigné sont importants.;sandales-step-in-style-rose-225144;https://lingeriematterhorn.fr/pics_source/1116449.jpg,https://lingeriematterhorn.fr/pics_source/1116450.jpg,https://lingeriematterhorn.fr/pics_source/1116451.jpg,https://lingeriematterhorn.fr/pics_source/1116473.jpg;Taille;EU 36 | FR 36,5:0;M1267831;4;M1267831
;;Sandales model 225144 Step in style;;;;;PDF-225144;5905677771930;;;;;;Taille;EU 37 | FR 37,5:1;M1267832;7;M1267832
;;Sandales model 225144 Step in style;;;;;PDF-225144;5905677771947;;;;;;Taille;EU 38 | FR 38,5:2;M1267833;4;M1267833
;;Sandales model 225144 Step in style;;;;;PDF-225144;5905677771954;;;;;;Taille;EU 39 | FR 39,5:3;M1267834;5;M1267834
;;Sandales model 225144 Step in style;;;;;PDF-225144;5905677771961;;;;;;Taille;EU 40 | FR 40,5:4;M1267835;2;M1267835
;;Sandales model 225144 Step in style;;;;;PDF-225144;5905677771978;;;;;;Taille;EU 41 | FR 41,5:5;M1267836;3;M1267836
;1;Sandales model 225145 Step in style;Accueil->Chaussures->Sandales et mules;76.78;1;34.9;PDF-225145;5905677771862;Step in style;Les sandales transparentes pour femmes sont un excellent choix pour des occasions spéciales. Le petit talon orné de cristaux brille subtilement, ajoutant à l'ensemble un caractère bijou et une élégance. L'avant est orné d'une fleur spectaculaire en tissu mesh. Le modèle se ferme avec une boucle à bride réglable permettant un ajustement parfait au pied, assurant confort et stabilité lors du port. Les sandales se marient parfaitement avec des tenues de soirée, des robes élégantes et des tenues de…;Les sandales transparentes pour femmes sont un excellent choix pour des occasions spéciales. Le petit talon orné de cristaux brille subtilement, ajoutant à l'ensemble un caractère bijou et une élégance. L'avant est orné d'une fleur spectaculaire en tissu mesh. Le modèle se ferme avec une boucle à bride réglable permettant un ajustement parfait au pied, assurant confort et stabilité lors du port. Les sandales se marient parfaitement avec des tenues de soirée, des robes élégantes et des tenues de cérémonie, où la subtilité et le souci du détail sont importants.;sandales-step-in-style-noir-225145;https://lingeriematterhorn.fr/pics_source/1116452.jpg,https://lingeriematterhorn.fr/pics_source/1116453.jpg,https://lingeriematterhorn.fr/pics_source/1116454.jpg,https://lingeriematterhorn.fr/pics_source/1116474.jpg;Taille;EU 36 | FR 36,5:0;M1267837;2;M1267837
;;Sandales model 225145 Step in style;;;;;PDF-225145;5905677771879;;;;;;Taille;EU 37 | FR 37,5:1;M1267838;6;M1267838
;;Sandales model 225145 Step in style;;;;;PDF-225145;5905677771886;;;;;;Taille;EU 38 | FR 38,5:2;M1267839;6;M1267839
;;Sandales model 225145 Step in style;;;;;PDF-225145;5905677771893;;;;;;Taille;EU 39 | FR 39,5:3;M1267840;4;M1267840
;;Sandales model 225145 Step in style;;;;;PDF-225145;5905677771909;;;;;;Taille;EU 40 | FR 40,5:4;M1267841;3;M1267841
;;Sandales model 225145 Step in style;;;;;PDF-225145;5905677771916;;;;;;Taille;EU 41 | FR 41,5:5;M1267842;2;M1267842
;1;Sandales à talons model 225206 Step in style;Accueil->Chaussures->Sandales et mules;41.58;1;18.9;PDF-225206;5905677810301;Step in style;Les sandales pour femmes faites d'une combinaison de cuir écologique et de matière synthétique sont une proposition élégante pour les tenues féminines. Les bouts pointus soulignent la ligne élancée du pied et confèrent au modèle un caractère élégant. Les chaussures sont montées sur un talon fin qui allonge subtilement la silhouette et ajoute de la légèreté aux pas. La fermeture à boucle avec une sangle réglable permet un ajustement parfait au pied, assurant confort et stabilité. L'élément…;Les sandales pour femmes faites d'une combinaison de cuir écologique et de matière synthétique sont une proposition élégante pour les tenues féminines. Les bouts pointus soulignent la ligne élancée du pied et confèrent au modèle un caractère élégant. Les chaussures sont montées sur un talon fin qui allonge subtilement la silhouette et ajoute de la légèreté aux pas. La fermeture à boucle avec une sangle réglable permet un ajustement parfait au pied, assurant confort et stabilité. L'élément décoratif placé à l'avant attire l'attention et constitue un détail spectaculaire, ce qui fait que les sandales conviennent parfaitement aux sorties élégantes et aux occasions spéciales.;sandales-a-talons-step-in-style-jaune-225206;https://lingeriematterhorn.fr/pics_source/1116631.jpg,https://lingeriematterhorn.fr/pics_source/1116632.jpg,https://lingeriematterhorn.fr/pics_source/1116633.jpg,https://lingeriematterhorn.fr/pics_source/1116724.jpg;Taille;EU 36 | FR 36,5:0;M1268225;2;M1268225
;;Sandales à talons model 225206 Step in style;;;;;PDF-225206;5905677810318;;;;;;Taille;EU 37 | FR 37,5:1;M1268226;3;M1268226
;;Sandales à talons model 225206 Step in style;;;;;PDF-225206;5905677810325;;;;;;Taille;EU 38 | FR 38,5:2;M1268227;5;M1268227
;;Sandales à talons model 225206 Step in style;;;;;PDF-225206;5905677810332;;;;;;Taille;EU 39 | FR 39,5:3;M1268228;4;M1268228
;;Sandales à talons model 225206 Step in style;;;;;PDF-225206;5905677810349;;;;;;Taille;EU 40 | FR 40,5:4;M1268229;4;M1268229
;;Sandales à talons model 225206 Step in style;;;;;PDF-225206;5905677810356;;;;;;Taille;EU 41 | FR 41,5:5;M1268230;2;M1268230
;1;Sandales à plateforme model 228374 Step in style;Accueil->Chaussures->Sandales et mules;54.78;1;24.9;PDF-228374;;Step in style;Les sandales pour femmes de la marque D.Franklin sont une proposition idéale pour l'été pour les femmes qui apprécient le confort et le style moderne. Fabriquées en mousse EVA légère, elles séduisent par leur confort. Le modèle est doté de deux sangles réglables avec des boucles qui permettent d'ajuster parfaitement les sandales au pied, assurant stabilité et confort toute la journée. La construction élastique et souple amortit parfaitement, ce qui les rend parfaites aussi bien pour les…;Les sandales pour femmes de la marque D.Franklin sont une proposition idéale pour l'été pour les femmes qui apprécient le confort et le style moderne. Fabriquées en mousse EVA légère, elles séduisent par leur confort. Le modèle est doté de deux sangles réglables avec des boucles qui permettent d'ajuster parfaitement les sandales au pied, assurant stabilité et confort toute la journée. La construction élastique et souple amortit parfaitement, ce qui les rend parfaites aussi bien pour les promenades que pour les activités quotidiennes. C'est un excellent choix pour les vacances, les voyages, la plage ou les sorties quotidiennes. Si vous cherchez des chaussures légères, confortables et stylées pour l'été, ces sandales seront parfaites !;sandales-a-plateforme-step-in-style-jaune-228374;https://lingeriematterhorn.fr/pics_source/1126673.jpg,https://lingeriematterhorn.fr/pics_source/1126674.jpg,https://lingeriematterhorn.fr/pics_source/1126675.jpg,https://lingeriematterhorn.fr/pics_source/1126790.jpg;Taille;EU 36 | FR 36,5:0;M1284504;2;M1284504
;;Sandales à plateforme model 228374 Step in style;;;;;PDF-228374;;;;;;;Taille;EU 37 | FR 37,5:1;M1284505;2;M1284505
;;Sandales à plateforme model 228374 Step in style;;;;;PDF-228374;;;;;;;Taille;EU 38 | FR 38,5:2;M1284506;4;M1284506
;;Sandales à plateforme model 228374 Step in style;;;;;PDF-228374;;;;;;;Taille;EU 39 | FR 39,5:3;M1284507;3;M1284507
;;Sandales à plateforme model 228374 Step in style;;;;;PDF-228374;;;;;;;Taille;EU 40 | FR 40,5:4;M1284508;3;M1284508
;;Sandales à plateforme model 228374 Step in style;;;;;PDF-228374;;;;;;;Taille;EU 41 | FR 41,5:5;M1284509;1;M1284509
;1;Sandales à talons model 228779 Step in style;Accueil->Chaussures->Sandales et mules;45.98;1;20.9;PDF-228779;5905677581133;Step in style;Les sandales en filet pour dames sont une proposition élégante et impressionnante pour des occasions exceptionnelles. Elles conviennent parfaitement pour les mariages, les réceptions, les cérémonies familiales et d'autres sorties importantes. La délicate construction en filet confère au modèle un aspect subtil et moderne, tout en attirant l'attention par son style original. Le talon en forme de sablier se distingue par sa forme impressionnante, mettant magnifiquement en valeur la silhouette et…;Les sandales en filet pour dames sont une proposition élégante et impressionnante pour des occasions exceptionnelles. Elles conviennent parfaitement pour les mariages, les réceptions, les cérémonies familiales et d'autres sorties importantes. La délicate construction en filet confère au modèle un aspect subtil et moderne, tout en attirant l'attention par son style original. Le talon en forme de sablier se distingue par sa forme impressionnante, mettant magnifiquement en valeur la silhouette et conférant à l'ensemble un caractère élégant. À l'avant se trouve un détail décoratif en tissu, qui constitue un accent exceptionnel. C'est un modèle qui se marie parfaitement avec des robes, des jupes et des styles élégants, soulignant le style féminin et le caractère unique de chaque occasion.;sandales-a-talons-step-in-style-noir-228779;https://lingeriematterhorn.fr/pics_source/1127936.jpg,https://lingeriematterhorn.fr/pics_source/1127937.jpg,https://lingeriematterhorn.fr/pics_source/1127938.jpg,https://lingeriematterhorn.fr/pics_source/1128004.jpg;Taille;EU 36 | FR 36,5:0;M1286355;1;M1286355
;;Sandales à talons model 228779 Step in style;;;;;PDF-228779;5905677581140;;;;;;Taille;EU 37 | FR 37,5:1;M1286356;2;M1286356
;;Sandales à talons model 228779 Step in style;;;;;PDF-228779;5905677581157;;;;;;Taille;EU 38 | FR 38,5:2;M1286357;3;M1286357
;;Sandales à talons model 228779 Step in style;;;;;PDF-228779;5905677581164;;;;;;Taille;EU 39 | FR 39,5:3;M1286358;3;M1286358
;;Sandales à talons model 228779 Step in style;;;;;PDF-228779;5905677581171;;;;;;Taille;EU 40 | FR 40,5:4;M1286359;2;M1286359
;;Sandales à talons model 228779 Step in style;;;;;PDF-228779;5905677581188;;;;;;Taille;EU 41 | FR 41,5:5;M1286360;1;M1286360
;1;Sandales model 227422 Step in style;Accueil->Chaussures->Sandales et mules;133.98;1;60.9;PDF-227422;5905677877625;Step in style;Les sandales pour femmes en daim naturel sont une proposition élégante et confortable pour les jours chauds. Leur coupe subtile s'intègre parfaitement dans les tenues estivales, leur donnant légèreté et charme féminin. Le modèle se distingue par un ornement spectaculaire sous forme de fleur, qui attire l'attention et confère un caractère exceptionnel à l'ensemble. La bride au talon avec une insert élastique assure un bon ajustement au pied et un confort lors de la marche. C'est le choix idéal…;Les sandales pour femmes en daim naturel sont une proposition élégante et confortable pour les jours chauds. Leur coupe subtile s'intègre parfaitement dans les tenues estivales, leur donnant légèreté et charme féminin. Le modèle se distingue par un ornement spectaculaire sous forme de fleur, qui attire l'attention et confère un caractère exceptionnel à l'ensemble. La bride au talon avec une insert élastique assure un bon ajustement au pied et un confort lors de la marche. C'est le choix idéal pour les sorties quotidiennes, les promenades ou les jours de vacances, où le confort et le style sont importants.;sandales-step-in-style-brun-227422;https://lingeriematterhorn.fr/pics_source/1123663.jpg,https://lingeriematterhorn.fr/pics_source/1123664.jpg,https://lingeriematterhorn.fr/pics_source/1123665.jpg,https://lingeriematterhorn.fr/pics_source/1123786.jpg;Taille;EU 36 | FR 36,5:0;M1278874;1;M1278874
;;Sandales model 227422 Step in style;;;;;PDF-227422;5905677877632;;;;;;Taille;EU 37 | FR 37,5:1;M1278875;2;M1278875
;;Sandales model 227422 Step in style;;;;;PDF-227422;5905677877649;;;;;;Taille;EU 38 | FR 38,5:2;M1278876;3;M1278876
;;Sandales model 227422 Step in style;;;;;PDF-227422;5905677877656;;;;;;Taille;EU 39 | FR 39,5:3;M1278877;3;M1278877
;;Sandales model 227422 Step in style;;;;;PDF-227422;5905677877663;;;;;;Taille;EU 40 | FR 40,5:4;M1278878;2;M1278878
;;Sandales model 227422 Step in style;;;;;PDF-227422;5905677877670;;;;;;Taille;EU 41 | FR 41,5:5;M1278879;1;M1278879
;1;Shorts model 227593 Factory Price;Accueil->Vêtements->Shorts;32.78;1;14.9;PDF-227593;5906694123740;Factory Price;Les shorts en jean pour femmes sont un excellent choix pour les tenues quotidiennes, alliant confort et style à la mode. Fabriqués à partir d'un mélange de coton, viscose et élasthanne de haute qualité, ils assurent un confort de port, une respirabilité et une légère élasticité délicate qui s'adapte parfaitement à la silhouette. Le modèle à la longueur courte des jambes et à la coupe droite convient parfaitement aux journées chaudes, offrant une liberté de mouvement. Le motif lisse rend les…;"Les shorts en jean pour femmes sont un excellent choix pour les tenues quotidiennes, alliant confort et style à la mode. Fabriqués à partir d'un mélange de coton, viscose et élasthanne de haute qualité, ils assurent un confort de port, une respirabilité et une légère élasticité délicate qui s'adapte parfaitement à la silhouette. Le modèle à la longueur courte des jambes et à la coupe droite convient parfaitement aux journées chaudes, offrant une liberté de mouvement. Le motif lisse rend les shorts polyvalents et faciles à assortir avec différents éléments de garde-robe, des t-shirts basiques aux blouses plus élégantes. Les shorts se ferment avec une fermeture éclair et un bouton, assurant un confort d'utilisation. Un autre atout est la ceinture sous forme de foulard stylé, qui souligne la taille et ajoute une touche féminine à l'ensemble. Les poches pratiques augmentent la fonctionnalité du modèle. La taille moyenne (taille régulière) assure un bon ajustement des shorts sur la silhouette, garantissant un confort toute la journée. Parfait pour une promenade, des courses ou une rencontre avec des amis.

Composition : Coton 88 %, Élasthanne 2 %, Viscose 10 %";shorts-factory-price-bleu-227593;https://lingeriematterhorn.fr/pics_source/1124222.jpg,https://lingeriematterhorn.fr/pics_source/1124223.jpg,https://lingeriematterhorn.fr/pics_source/1124224.jpg,https://lingeriematterhorn.fr/pics_source/1124225.jpg;Taille;EU 38 | FR 40:0;M1280497;3;M1280497
;;Shorts model 227593 Factory Price;;;;;PDF-227593;5906694123757;;;;;;Taille;EU 40 | FR 42:1;M1280498;6;M1280498
;;Shorts model 227593 Factory Price;;;;;PDF-227593;5906694123764;;;;;;Taille;EU 42 | FR 44:2;M1280499;5;M1280499
;;Shorts model 227593 Factory Price;;;;;PDF-227593;5906694123771;;;;;;Taille;EU 44 | FR 46:3;M1280500;4;M1280500
;;Shorts model 227593 Factory Price;;;;;PDF-227593;5906694123788;;;;;;Taille;EU 46 | FR 48:4;M1280501;5;M1280501
;;Shorts model 227593 Factory Price;;;;;PDF-227593;5906694123795;;;;;;Taille;EU 48 | FR 50:5;M1280502;3;M1280502
;1;Shorts model 214247 Mirale;Accueil->Vêtements->Shorts;52.58;1;23.9;PDF-214247;5902429273179;Mirale;Des shorts en coton léger Lao avec des jambes larges fabriqués en jersey de coton. Grâce à l'ajout d'élasthanne, le matériau est plus résistant aux déformations. La coupe originale des shorts donne l'impression de porter une jupe. Les shorts ont deux poches pratiques. Ces shorts extrêmement confortables et originaux ajouteront du caractère à de nombreuses tenues de vacances.;"Des shorts en coton léger Lao avec des jambes larges fabriqués en jersey de coton. Grâce à l'ajout d'élasthanne, le matériau est plus résistant aux déformations. La coupe originale des shorts donne l'impression de porter une jupe. Les shorts ont deux poches pratiques. Ces shorts extrêmement confortables et originaux ajouteront du caractère à de nombreuses tenues de vacances.

Composition : Coton 95 %, Élasthanne 5 %";shorts-mirale-gris-214247;https://lingeriematterhorn.fr/pics_source/1081744.jpg,https://lingeriematterhorn.fr/pics_source/1081745.jpg,https://lingeriematterhorn.fr/pics_source/1081746.jpg,https://lingeriematterhorn.fr/pics_source/1081747.jpg;Taille;EU s | FR 38:0;M1226605;5;M1226605
;;Shorts model 214247 Mirale;;;;;PDF-214247;5902429273186;;;;;;Taille;EU M | FR 40:1;M1226606;5;M1226606
;;Shorts model 214247 Mirale;;;;;PDF-214247;5902429273193;;;;;;Taille;EU L | FR 42:2;M1226607;5;M1226607
;;Shorts model 214247 Mirale;;;;;PDF-214247;5902429273209;;;;;;Taille;EU XL | FR 44:3;M1226608;5;M1226608
;;Shorts model 214247 Mirale;;;;;PDF-214247;5902429273216;;;;;;Taille;EU XXL | FR 46:4;M1226609;5;M1226609
;1;Shorts model 226393 Sublevel;Accueil->Vêtements->Shorts;30.58;1;13.9;PDF-226393;4070123047875;Sublevel;Shorts légers et élégants pour femmes sont une proposition idéale pour les tenues quotidiennes lors des journées plus chaudes. Fabriqués en viscose respirante, ils offrent un confort de port, une douceur et une sensation agréable sur la peau toute la journée. Le modèle a des jambes courtes et droites qui garantissent une liberté de mouvement et un look universel. À l'arrière de la taille, une bande élastique permet un ajustement parfait à la silhouette, tout en offrant un confort d'utilisation…;"Shorts légers et élégants pour femmes sont une proposition idéale pour les tenues quotidiennes lors des journées plus chaudes. Fabriqués en viscose respirante, ils offrent un confort de port, une douceur et une sensation agréable sur la peau toute la journée. Le modèle a des jambes courtes et droites qui garantissent une liberté de mouvement et un look universel. À l'arrière de la taille, une bande élastique permet un ajustement parfait à la silhouette, tout en offrant un confort d'utilisation sans avoir à être attachée. Les shorts sont disponibles dans différentes variantes, avec des imprimés originaux ou des motifs floraux, en fonction du modèle choisi. Vous pouvez ainsi les adapter à votre style, du plus moderne au plus romantique. Un autre avantage est les poches latérales pratiques. C'est un excellent choix pour tous les jours, parfait pour les promenades, les sorties ou les rencontres estivales, en créant des ensembles à la mode et confortables.

Composition : Viscose 100 %";shorts-sublevel-orange-226393;https://lingeriematterhorn.fr/pics_source/1120451.jpg,https://lingeriematterhorn.fr/pics_source/1120452.jpg,https://lingeriematterhorn.fr/pics_source/1120453.jpg,https://lingeriematterhorn.fr/pics_source/1120540.jpg;Taille;EU XS | FR 36:0;M1272505;3;M1272505
;;Shorts model 226393 Sublevel;;;;;PDF-226393;4070123047851;;;;;;Taille;EU s | FR 38:1;M1272506;3;M1272506
;;Shorts model 226393 Sublevel;;;;;PDF-226393;4070123047844;;;;;;Taille;EU M | FR 40:2;M1272507;6;M1272507
;;Shorts model 226393 Sublevel;;;;;PDF-226393;4070123047837;;;;;;Taille;EU L | FR 42:3;M1272508;3;M1272508
;;Shorts model 226393 Sublevel;;;;;PDF-226393;4070123047868;;;;;;Taille;EU XL | FR 44:4;M1272509;3;M1272509
;1;Shorts model 226390 Sublevel;Accueil->Vêtements->Shorts;30.58;1;13.9;PDF-226390;4070123047929;Sublevel;Les shorts légers et élégants pour femmes sont une proposition idéale pour les tenues quotidiennes par temps plus chaud. Fabriqués en viscose aérée, ils offrent un grand confort, une douceur et une sensation agréable sur la peau toute la journée. Le modèle a des jambes courtes et droites qui garantissent une liberté de mouvement et un aspect universel. À l'arrière de la taille, une bande élastique cousue permet un ajustement parfait à la silhouette, tout en offrant un confort d'utilisation sans…;"Les shorts légers et élégants pour femmes sont une proposition idéale pour les tenues quotidiennes par temps plus chaud. Fabriqués en viscose aérée, ils offrent un grand confort, une douceur et une sensation agréable sur la peau toute la journée. Le modèle a des jambes courtes et droites qui garantissent une liberté de mouvement et un aspect universel. À l'arrière de la taille, une bande élastique cousue permet un ajustement parfait à la silhouette, tout en offrant un confort d'utilisation sans avoir besoin de se boutonner. Les shorts sont disponibles dans différentes variantes, avec des motifs intéressants ou des fleurs, selon le modèle choisi. Vous pouvez ainsi les adapter à votre style, du plus moderne au plus romantique. Un autre avantage est les poches latérales pratiques et insérées. C'est un excellent choix pour tous les jours, parfait pour les promenades, les sorties ou les rencontres estivales, en créant des tenues à la mode et confortables.

Composition : Viscose 100 %";shorts-sublevel-bleu-marine-226390;https://lingeriematterhorn.fr/pics_source/1120442.jpg,https://lingeriematterhorn.fr/pics_source/1120443.jpg,https://lingeriematterhorn.fr/pics_source/1120444.jpg,https://lingeriematterhorn.fr/pics_source/1120539.jpg;Taille;EU XS | FR 36:0;M1272490;3;M1272490
;;Shorts model 226390 Sublevel;;;;;PDF-226390;4070123047905;;;;;;Taille;EU s | FR 38:1;M1272491;2;M1272491
;;Shorts model 226390 Sublevel;;;;;PDF-226390;4070123047899;;;;;;Taille;EU M | FR 40:2;M1272492;6;M1272492
;;Shorts model 226390 Sublevel;;;;;PDF-226390;4070123047882;;;;;;Taille;EU L | FR 42:3;M1272493;2;M1272493
;;Shorts model 226390 Sublevel;;;;;PDF-226390;4070123047912;;;;;;Taille;EU XL | FR 44:4;M1272494;3;M1272494
;1;Shorts model 226380 Sublevel;Accueil->Vêtements->Shorts;43.78;1;19.9;PDF-226380;4070123023367;Sublevel;Shorts élégants et confortables pour femmes fabriqués en un matériau léger et agréable au toucher seront un choix idéal pour tous les jours. Le modèle fabriqué à partir d'un mélange de viscose et de polyamide assure un confort de port, une respirabilité et une durabilité, ce qui le rend parfait pour les jours plus chauds. Les shorts ont une courte jambe droite, garantissant une liberté de mouvement et un look polyvalent adapté à de nombreux styles. Une bande élastique cousue à la taille…;"Shorts élégants et confortables pour femmes fabriqués en un matériau léger et agréable au toucher seront un choix idéal pour tous les jours. Le modèle fabriqué à partir d'un mélange de viscose et de polyamide assure un confort de port, une respirabilité et une durabilité, ce qui le rend parfait pour les jours plus chauds. Les shorts ont une courte jambe droite, garantissant une liberté de mouvement et un look polyvalent adapté à de nombreux styles. Une bande élastique cousue à la taille s'adapte à la silhouette, offrant confort sans nécessité de fermeture. Un autre avantage sont les poches pratiques et le ceinture à boucle, mettant en valeur la taille et ajoutant un caractère à la mode à l'ensemble. Le motif lisse rend les shorts faciles à assortir aussi bien avec un t-shirt décontracté qu'avec un chemisier plus élégant. C'est une excellente proposition pour les sorties quotidiennes, les promenades ou les rencontres estivales.

Composition : polyamide 13 %, Viscose 87 %";shorts-sublevel-vert-226380;https://lingeriematterhorn.fr/pics_source/1120411.jpg,https://lingeriematterhorn.fr/pics_source/1120412.jpg,https://lingeriematterhorn.fr/pics_source/1120413.jpg,https://lingeriematterhorn.fr/pics_source/1120534.jpg;Taille;EU XS | FR 36:0;M1272433;1;M1272433
;;Shorts model 226380 Sublevel;;;;;PDF-226380;4070123023343;;;;;;Taille;EU s | FR 38:1;M1272434;3;M1272434
;;Shorts model 226380 Sublevel;;;;;PDF-226380;4070123023336;;;;;;Taille;EU M | FR 40:2;M1272435;3;M1272435
;;Shorts model 226380 Sublevel;;;;;PDF-226380;4070123023329;;;;;;Taille;EU L | FR 42:3;M1272436;2;M1272436
;;Shorts model 226380 Sublevel;;;;;PDF-226380;4070123023350;;;;;;Taille;EU XL | FR 44:4;M1272437;1;M1272437
;1;Shorts model 226379 Sublevel;Accueil->Vêtements->Shorts;43.78;1;19.9;PDF-226379;4070123021523;Sublevel;Shorts pour femmes élégants et confortables fabriqués à partir d'un matériau léger et agréable au toucher seront le choix idéal pour tous les jours. Le modèle fabriqué à partir d'un mélange de viscose et de polyamide assure un confort de port, une respirabilité et une durabilité, ce qui le rend parfait pour les journées plus chaudes. Les shorts ont une courte jambe droite qui garantit une liberté de mouvement et un look universel adapté à de nombreux styles. Une bande élastique cousue à la…;"Shorts pour femmes élégants et confortables fabriqués à partir d'un matériau léger et agréable au toucher seront le choix idéal pour tous les jours. Le modèle fabriqué à partir d'un mélange de viscose et de polyamide assure un confort de port, une respirabilité et une durabilité, ce qui le rend parfait pour les journées plus chaudes. Les shorts ont une courte jambe droite qui garantit une liberté de mouvement et un look universel adapté à de nombreux styles. Une bande élastique cousue à la taille s'adapte à la silhouette, offrant un confort sans avoir à être attachée. Un autre avantage est les poches pratiques et la ceinture avec boucle, qui souligne la taille et ajoute un caractère moderne à l'ensemble. Le motif lisse rend les shorts faciles à assortir aussi bien avec un t-shirt décontracté qu'avec un chemisier plus élégant. C'est une excellente proposition pour les sorties quotidiennes, les promenades ou les rencontres dans un style estival.

Composition : polyamide 13 %, Viscose 87 %";shorts-sublevel-blanc-226379;https://lingeriematterhorn.fr/pics_source/1120408.jpg,https://lingeriematterhorn.fr/pics_source/1120409.jpg,https://lingeriematterhorn.fr/pics_source/1120410.jpg,https://lingeriematterhorn.fr/pics_source/1120533.jpg;Taille;EU XS | FR 36:0;M1272428;1;M1272428
;;Shorts model 226379 Sublevel;;;;;PDF-226379;4070123021509;;;;;;Taille;EU s | FR 38:1;M1272429;3;M1272429
;;Shorts model 226379 Sublevel;;;;;PDF-226379;4070123021493;;;;;;Taille;EU M | FR 40:2;M1272430;2;M1272430
;;Shorts model 226379 Sublevel;;;;;PDF-226379;4070123021486;;;;;;Taille;EU L | FR 42:3;M1272431;2;M1272431
;;Shorts model 226379 Sublevel;;;;;PDF-226379;4070123021516;;;;;;Taille;EU XL | FR 44:4;M1272432;1;M1272432
;1;Shorts model 226381 Sublevel;Accueil->Vêtements->Shorts;43.78;1;19.9;PDF-226381;4070123023305;Sublevel;Shorts élégants et confortables pour femmes fabriqués dans un matériau léger et agréable au toucher seront un choix idéal pour tous les jours. Le modèle fabriqué à partir d'un mélange de viscose et de polyamide assure un confort de port, une respirabilité et une durabilité, ce qui en fait un excellent choix pour les journées plus chaudes. Les shorts ont une jambe courte et droite, garantissant une liberté de mouvement et un look universel adapté à de nombreuses tenues. Une bande élastique…;"Shorts élégants et confortables pour femmes fabriqués dans un matériau léger et agréable au toucher seront un choix idéal pour tous les jours. Le modèle fabriqué à partir d'un mélange de viscose et de polyamide assure un confort de port, une respirabilité et une durabilité, ce qui en fait un excellent choix pour les journées plus chaudes. Les shorts ont une jambe courte et droite, garantissant une liberté de mouvement et un look universel adapté à de nombreuses tenues. Une bande élastique cousue à la taille s'adapte à la silhouette, assurant un confort sans avoir besoin de fermer. Un avantage supplémentaire est les poches pratiques et le ceinture à boucle, qui souligne la taille et ajoute un caractère à la mode à l'ensemble. Le motif lisse rend les shorts faciles à assortir aussi bien avec un t-shirt décontracté qu'avec un chemisier plus élégant. C'est une excellente proposition pour les sorties quotidiennes, les promenades ou les rencontres dans un style estival.

Composition : polyamide 13 %, Viscose 87 %";shorts-sublevel-beige-226381;https://lingeriematterhorn.fr/pics_source/1120414.jpg,https://lingeriematterhorn.fr/pics_source/1120415.jpg,https://lingeriematterhorn.fr/pics_source/1120416.jpg,https://lingeriematterhorn.fr/pics_source/1120535.jpg;Taille;EU XS | FR 36:0;M1272438;1;M1272438
;;Shorts model 226381 Sublevel;;;;;PDF-226381;4070123023282;;;;;;Taille;EU s | FR 38:1;M1272439;3;M1272439
;;Shorts model 226381 Sublevel;;;;;PDF-226381;4070123023275;;;;;;Taille;EU M | FR 40:2;M1272440;2;M1272440
;;Shorts model 226381 Sublevel;;;;;PDF-226381;4070123023268;;;;;;Taille;EU L | FR 42:3;M1272441;2;M1272441
;;Shorts model 226381 Sublevel;;;;;PDF-226381;4070123023299;;;;;;Taille;EU XL | FR 44:4;M1272442;1;M1272442
